ts_code,fund_name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,C_flg
011576.OF,鹏华安诚A,鹏华基金,中国银行,混合型,20210907,,,20210707,,11.4835,0.6,0.15,,1.0,0.001,,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20211206,20211206,O,0
012821.OF,易方达悦丰一年持有A,易方达基金,杭州银行,混合型,20210907,,,20210830,,46.3809,0.5,0.15,,1.0,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,L,混合型,契约型开放式,,20220906,20220906,O,0
013177.OF,华宝深创100ETF联接A,华宝基金,中国银行,股票型,20210907,,,20210823,,0.362,0.5,0.1,,1.0,0.0001,,深证创新100指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210922,20210922,O,0
013441.OF,东财创新医疗六个月定开,西藏东财基金,兴业银行,混合型,20210907,,,20210825,,0.8668,1.2,0.1,,1.0,0.0001,,中证全指医药卫生指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20220307,20220307,O,0
012701.OF,安信民安回报一年持有A,安信基金,中国民生银行,混合型,20210907,,,20210816,,1.0179,0.5,0.15,,1.0,0.0001,,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整后)*5%,L,混合型,契约型开放式,,20211206,20220907,O,0
012456.OF,鹏扬数字经济先锋A,鹏扬基金,招商银行,混合型,20210907,,,20210823,,8.8893,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20211011,20211011,O,0
013426.OF,贝莱德中国新视野A,贝莱德基金,中国建设银行,混合型,20210907,,,20210830,,56.3501,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+一年期定期存款利率(税后)*25%+经人民币汇率调整的恒生指数收益率*5%,L,混合型,契约型开放式,,20211201,20211201,O,0
013123.OF,汇添富精选核心优势一年持有A,汇添富基金,中国建设银行,混合型,20210907,,,20210823,,6.9985,1.2,0.2,,1.0,0.001,,中证800指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,L,混合型,契约型开放式,,20211129,20220907,O,0
013004.OF,国泰价值领航A,国泰基金,中国建设银行,股票型,20210907,,,20210816,,10.22,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*85%+银行活期存款利率(税后)*10%+中证港股通综合指数(人民币)收益率*5%,L,股票型,契约型开放式,,20211207,20211207,O,0
013200.OF,南方均衡优选一年持有A,南方基金,中国工商银行,混合型,20210907,,,20210823,,8.8525,1.2,0.2,,1.0,0.0001,,上证国债指数收益率*50%+沪深300指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211203,20220907,O,0
013220.OF,中欧新兴价值一年持有A,中欧基金,平安银行,混合型,20210906,,,20210826,,35.8292,1.2,0.2,,1.0,0.0001,,中证500指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20211019,20220906,O,0
013085.OF,申万菱信乐同A,申万菱信基金,中国工商银行,混合型,20210906,,,20210820,,14.551,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211203,20211203,O,0
011781.OF,泓德慧享A,泓德基金,中国邮政储蓄银行,混合型,20210906,,,20210830,,2.0007,0.8,0.2,,1.0,0.01,,中国债券综合全价指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20210909,20210909,O,0
010965.OF,中银鑫新消费成长A,中银基金,兴业银行,混合型,20210906,,,20210816,,4.7157,1.2,0.2,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211117,20211117,O,0
011050.OF,天弘裕新A,天弘基金,中国邮政储蓄银行,混合型,20210903,,,20210602,,3.6869,0.6,0.16,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率调整)*5%,L,混合型,契约型开放式,,20211202,20211202,O,0
011568.OF,鹏华产业升级A,鹏华基金,宁波银行,混合型,20210902,,,20210816,,26.5714,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20211201,20211201,O,0
013437.OF,财通资管中证有色金属A,财通证券资管,中国农业银行,股票型,20210901,,,20210830,,0.103,0.2,0.1,,1.0,0.001,,中证有色金属指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210908,20210908,O,0
012681.OF,永赢鑫辰A,永赢基金,华夏银行,混合型,20210901,,,20210719,,2.02,0.4,0.1,,1.0,0.001,,中债-综合指数(全价)收益率*70%+沪深300指数收益率*25%+恒生指数收益率(按估值汇率折算)*5%,L,混合型,契约型开放式,,20210903,20210903,O,0
008317.OF,光大保德信睿盈A,光大保德信基金,招商银行,混合型,20210901,,,20210816,,19.3266,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中债综合财富(总值)指数收益率*25%+恒生指数收益率*20%,L,混合型,契约型开放式,,20211129,20211129,O,0
012987.OF,嘉合锦明A,嘉合基金,平安银行,混合型,20210901,,,20210816,,3.1807,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211103,20211201,O,0
012667.OF,中融景泓一年持有A,国联基金,中国农业银行,混合型,20210901,,,20210816,,6.817,0.6,0.2,,1.0,0.0001,,中债综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20211130,20220901,O,0
012598.OF,华安国证生物医药A,华安基金,招商银行,股票型,20210901,,,20210819,,0.1876,0.5,0.1,,1.0,0.0001,,国证生物医药指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210909,20210909,O,0
013105.OF,华安中证光伏产业联接A,华安基金,中国建设银行,股票型,20210901,,,20210823,,0.2264,0.5,0.1,,1.0,0.0001,,中证光伏产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210909,20210909,O,0
012071.OF,中加喜利回报一年持有A,中加基金,中国光大银行,混合型,20210901,,,20210816,,2.5187,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+1年期定期存款利率(税后)*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211130,20220901,O,0
012294.OF,泰康优势精选三年持有期,泰康基金,招商银行,混合型,20210831,,,20210816,,5.9225,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+中债新综合全价(总值)指数收益率*20%+恒生指数收益率*15%,L,混合型,契约型开放式,,20211125,20240831,O,0
012346.OF,易方达港股通成长A,易方达基金,中国工商银行,混合型,20210831,,,20210825,,24.0828,1.2,0.2,,1.0,0.0001,,中证港股通综合指数收益率*70%+中证500指数收益率*15%+中债总指数收益率*15%,L,混合型,契约型开放式,,20211119,20211119,O,0
012272.OF,渤海汇金创新价值一年持有,渤海汇金资管,浙商银行,混合型,20210831,,,20210809,,1.3396,1.5,0.3,,1.0,0.001,,中证500指数收益率*75%+中债综合全价(总值)指数收益率*25%,L,混合型,契约型开放式,,20211018,20220831,O,0
011690.OF,招商品质发现A,招商基金,中国农业银行,混合型,20210831,,,20210816,,9.6085,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中债综合(全价)指数收益率*30%+恒生综合指数收益率(经汇率调整后)*10%,L,混合型,契约型开放式,,20211130,20211130,O,0
013049.OF,兴业能源革新A,兴业基金,招商银行,股票型,20210831,,,20210816,,6.7377,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*80%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20211130,20211130,O,0
013028.OF,恒越品质生活,恒越基金,中国建设银行,混合型,20210831,,,20210816,,1.6754,1.5,0.2,,1.0,0.001,,中证消费服务领先指数收益率*55%+中债总指数(全价)收益率*25%+中证香港100指数收益率*20%,L,混合型,契约型开放式,,20210908,20210908,O,0
013006.OF,摩根景气甄选A,摩根基金,中国银行,混合型,20210831,,,20210811,,34.2411,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+中证港股通指数收益率*20%+上证国债指数收益率*15%,L,混合型,契约型开放式,,20211130,20211130,O,0
012401.OF,天弘中证医药指数增强A,天弘基金,招商银行,股票型,20210831,,,20210816,,0.5148,0.6,0.1,,1.0,0.0001,,中证医药主题指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210906,20210906,O,0
013141.OF,中信保诚弘远A,中信保诚基金,中信银行,混合型,20210831,,,20210819,,27.5234,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20211130,20211130,O,0
012852.OF,嘉实远见先锋一年持有A,嘉实基金,中国工商银行,混合型,20210831,,,20210816,,28.6139,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,L,混合型,契约型开放式,,20211108,20220831,O,0
012768.OF,华夏中证动漫游戏ETF联接A,华夏基金,中国民生银行,股票型,20210831,,,20210809,,0.1147,0.5,0.1,,1.0,0.0001,,中证动漫游戏指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210913,20210913,O,0
012299.OF,浦银安盛安裕回报一年持有A,浦银安盛基金,中国邮政储蓄银行,混合型,20210831,,,20210812,,10.297,1.0,0.2,,1.0,,,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20211130,20220831,O,0
013022.OF,博时养老目标日期2040五年持有,博时基金,中国邮政储蓄银行,混合型,20210830,,,20210719,,0.1295,0.6,0.15,,1.0,0.001,,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,L,混合型,契约型开放式,,20211130,,O,0
012526.OF,广发盛锦A,广发基金,北京银行,混合型,20210830,,,20210816,,39.9949,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20211101,20211101,O,0
012477.OF,富国匠心精选12个月持有A,富国基金,中国工商银行,混合型,20210830,,,20210813,,14.1928,1.2,0.2,,1.0,0.001,,中证500指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20211116,20220831,O,0
012496.OF,同泰行业优选A,同泰基金,中国民生银行,股票型,20210830,,,20210809,,1.499,1.5,0.2,,1.0,0.001,,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*15%+恒生综合指数收益率*10%,L,股票型,契约型开放式,,20211129,20211129,O,0
970023.OF,天风天盈一年定开,天风资管,中信银行,混合型,20210830,,,20210830,,,1.5,0.08,,1.0,,,中债综合财富指数收益率*50%+中证全指指数收益率*40%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210830,20220919,O,0
013061.OF,博时养老目标日期2050五年持有,博时基金,中国建设银行,混合型,20210830,,,20210719,,0.1448,0.8,0.15,,1.0,0.001,,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,L,混合型,契约型开放式,,20211130,,O,0
013043.OF,博时养老目标日期2045五年持有,博时基金,招商银行,混合型,20210830,,,20210719,,0.1078,0.6,0.15,,1.0,0.001,,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,L,混合型,契约型开放式,,20211130,,O,0
012826.OF,工银聚宁9个月持有A,工银瑞信基金,招商银行,混合型,20210827,,,20210816,,9.4172,0.5,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210914,20220530,O,0
970044.OF,东吴裕盈一年持有期B,东吴证券,交通银行,混合型,20210827,,,20210827,,,0.0,0.2,,1.0,,,中证500指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,,20210831,O,0
012234.OF,华安聚弘精选A,华安基金,交通银行,混合型,20210827,,,20210809,,28.9929,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20211126,20211126,O,0
012996.OF,博时养老目标日期2035三年持有,博时基金,中信银行,混合型,20210827,,,20210719,,0.1472,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,混合型,契约型开放式,,20211126,,O,0
013195.OF,招商中证新能源汽车A,招商基金,浙商银行,股票型,20210827,,,20210812,,0.468,1.0,0.2,,1.0,0.0001,,中证新能源汽车指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210903,20210903,O,0
012967.OF,广发行业严选三年持有A,广发基金,中国民生银行,混合型,20210826,,,20210823,,137.389,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*25%+中证全债指数收益率*15%,L,混合型,契约型开放式,,20210927,,O,0
012193.OF,泓德睿诚A,泓德基金,交通银行,混合型,20210826,,,20210816,,18.67,1.5,0.25,,1.0,0.01,,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,L,灵活配置型,契约型开放式,,20211125,20211125,O,0
013306.OF,国泰中证科创创业50ETF联接A,国泰基金,中国邮政储蓄银行,股票型,20210825,,,20210809,,0.1506,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210910,20210910,O,0
012354.OF,南方新能源产业趋势A,南方基金,中国银行,混合型,20210825,,,20210809,,23.4781,1.2,0.2,,1.0,0.0001,,中证新能源指数收益率*60%+上证国债指数收益率*30%+恒生工业行业指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211124,20211124,O,0
013209.OF,金鹰大视野A,金鹰基金,浙商银行,混合型,20210825,,,20210809,,1.5173,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债总财富(总值)指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20211119,20211119,O,0
012640.OF,鹏华稳健鸿利一年持有A,鹏华基金,中国农业银行,混合型,20210825,,,20210726,,3.2804,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20211124,20220825,O,0
013317.OF,华宝中证科创创业50ETF联接A,华宝基金,中国工商银行,股票型,20210825,,,20210809,,1.3559,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210910,20210910,O,0
013162.OF,广发中证沪港深科技龙头ETF联接A,广发基金,中国建设银行,股票型,20210825,,,20210816,,0.1099,0.5,0.1,,1.0,0.0001,,中证沪港深科技龙头指数(人民币)收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210901,20210901,O,0
010931.OF,国联安鑫元1个月持有A,国联安基金,华夏银行,混合型,20210825,,,20210524,,1.9125,0.6,0.1,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210923,20210927,O,0
011934.OF,中航量化阿尔法六个月持有A,中航基金,招商银行,股票型,20210825,,,20210802,,0.749,1.5,0.25,,1.0,0.001,,中证500指数收益率*85%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,20210915,20220225,O,0
013422.OF,太平智行三个月定开,太平基金,中国农业银行,混合型,20210825,,,20210824,,8.0,1.1,0.2,,1.0,,,沪深300指数收益率*50%+中债综合指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211125,20211125,O,0
013414.OF,太平智远三个月定开,太平基金,兴业银行,股票型,20210825,,,20210824,,10.0,1.1,0.2,,1.0,,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20211125,20211125,O,0
013310.OF,华夏中证科创创业50ETF联接A,华夏基金,中国银行,股票型,20210824,,,20210809,,6.123,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210924,20210924,O,0
